BP2968,20160301000008,20160301001817,1,44463500782853,44463500782853
44463500782853,0,20160301000008,20160301001817
BP2968,20160301001838,20160301003027,1,44463500782853,44463500782853
44463500782853,0,20160301001838,20160301003027
BP2968,null,null,1,0,0
0,0,null,null
BP2968,20160301003136,20160301003236,1,44463500782853,44463500782853
44463500782853,0,20160301003136,20160301003236
BP2968,20160301003257,20160301014427,5,44463500782853,44463500782853
44463500782853,0,20160301003257,20160301013936
44463597398199,1,20160301013936,20160301014027
44463500782853,2,20160301014027,20160301014056
44463597398199,3,20160301014056,20160301014227
44463500782853,4,20160301014227,20160301014427
BP2968,20160301014507,20160301014627,1,44463597398199,44463597398199
44463597398199,0,20160301014507,20160301014627
BP2968,20160301014737,20160301022816,1,44463500782853,44463500782853
44463500782853,0,20160301014737,20160301022816
BP2968,20160301022857,20160301023326,1,44463500782853,44463500782853
44463500782853,0,20160301022857,20160301023326
BP2968,20160301023437,20160301032036,1,44463500782853,44463500782853
44463500782853,0,20160301023437,20160301032036
BP2968,20160301032907,20160301035006,1,44463500782853,44463500782853
44463500782853,0,20160301032907,20160301035006
BP2968,20160301040416,20160301043926,1,44463500782853,44463500782853
44463500782853,0,20160301040416,20160301043926
BP2968,20160301044505,20160301050714,1,44463500782853,44463500782853
44463500782853,0,20160301044505,20160301050714
BP2968,20160301050916,20160301052044,1,44463597398199,44463597398199
44463597398199,0,20160301050916,20160301052044
BP2968,null,null,1,0,0
0,0,null,null
BP2968,20160301052525,20160301053045,2,44463500782853,44463597398199
44463500782853,0,20160301052525,20160301052955
44463597398199,5,20160301052955,20160301053045
BP2968,20160301053115,20160301054934,2,44463597398199,44463500782853
44463597398199,0,20160301053115,20160301054104
44463500782853,6,20160301054104,20160301054934
BP2968,20160301055155,20160301061115,1,44463500782853,44463500782853
44463500782853,0,20160301055155,20160301061115
BP2968,null,null,1,0,0
0,0,null,null
BP2968,20160301061444,20160301061944,1,44463500782853,44463500782853
44463500782853,0,20160301061444,20160301061944
BP2968,null,null,1,0,0
0,0,null,null
BP2968,20160301062926,20160301070714,1,44463500782853,44463500782853
44463500782853,0,20160301062926,20160301070714
BP2968,20160301070735,20160301081635,4,44463597398199,44463500782853
44463597398199,0,20160301070735,20160301072155
44463500782853,7,20160301072155,20160301072724
44463597398199,8,20160301072724,20160301075945
44463500782853,9,20160301075945,20160301081635
BP2968,null,null,1,0,0
0,0,null,null
BP2968,20160301082445,20160301084435,1,44463500782853,44463500782853
44463500782853,0,20160301082445,20160301084435
BP2968,20160301084525,20160301085904,3,44463500782853,44463500782853
44463500782853,0,20160301084525,20160301085404
44463597398199,10,20160301085404,20160301085613
44463500782853,11,20160301085613,20160301085904
BP2968,20160301085935,20160301090304,1,44463500782853,44463500782853
44463500782853,0,20160301085935,20160301090304
BP2968,null,null,1,0,0
0,0,null,null
BP2968,20160301090654,20160301094924,1,44463500782853,44463500782853
44463500782853,0,20160301090654,20160301094924
BP2968,20160301095253,20160301103424,1,44463500782853,44463500782853
44463500782853,0,20160301095253,20160301103424
BP2968,20160301103604,20160301104034,1,44463597398199,44463597398199
44463597398199,0,20160301103604,20160301104034
BP2968,20160301105834,20160301105834,1,44463597398199,44463597398199
44463597398199,0,20160301105834,20160301105834
BP2968,20160301110944,20160301111634,1,44463597398199,44463597398199
44463597398199,0,20160301110944,20160301111634
BP2968,20160301112234,20160301113134,1,44463597398199,44463597398199
44463597398199,0,20160301112234,20160301113134
BP2968,20160301114233,20160301115434,1,44463500782853,44463500782853
44463500782853,0,20160301114233,20160301115434
BP2968,20160301120313,20160301120313,1,44463500782853,44463500782853
44463500782853,0,20160301120313,20160301120313
BP2968,20160301120954,20160301124933,1,44463500782853,44463500782853
44463500782853,0,20160301120954,20160301124933
BP2968,20160301125003,20160301131153,1,44463500782853,44463500782853
44463500782853,0,20160301125003,20160301131153
BP2968,20160301131252,20160301133514,1,44463500782853,44463500782853
44463500782853,0,20160301131252,20160301133514
BP2968,20160301133654,20160301135602,1,44463500782853,44463500782853
44463500782853,0,20160301133654,20160301135602
BP2968,20160301135653,20160301141813,3,44463500782853,44463500782853
44463500782853,0,20160301135653,20160301140011
44463597398199,12,20160301140011,20160301140711
44463500782853,13,20160301140711,20160301141813
BP2968,20160301141853,20160301141903,1,44463500782853,44463500782853
44463500782853,0,20160301141853,20160301141903
BP2968,20160301141933,20160301143813,1,44463500782853,44463500782853
44463500782853,0,20160301141933,20160301143813
BP2968,20160301143843,20160301160602,96,44463500782853,44463200510174
44463500782853,0,20160301143843,20160301144732
44463597398199,14,20160301144732,20160301144943
44463500762723,15,20160301144943,20160301145053
44463500762724,0,20160301145053,20160301145122
44463400598715,16,20160301145122,20160301145133
44463455192759,17,20160301145133,20160301145502
44463400591555,18,20160301145502,20160301145552
44463413614378,19,20160301145552,20160301145622
44463491493556,20,20160301145622,20160301145632
44463491493560,0,20160301145632,20160301145643
44463449154550,21,20160301145643,20160301145712
44463413482365,22,20160301145712,20160301145752
44463449154556,23,20160301145752,20160301145832
44463400649774,0,20160301145832,20160301145843
44463449154553,0,20160301145843,20160301145923
44463487452310,24,20160301145923,20160301150012
44463449155054,25,20160301150012,20160301150103
44463400643546,26,20160301150103,20160301150233
44463449333401,27,20160301150233,20160301150403
44463400640535,28,20160301150403,20160301150442
44463400605078,29,20160301150442,20160301150522
44463400603635,30,20160301150522,20160301150532
44463400603634,0,20160301150532,20160301150543
